p1 p2 p3
-0.145 1.804 1
-0.738 0.384 1
1.807 1.510 1
1.981 -0.440 0
1.164 0.471 1
0.290 1.400 1
0.517 -0.607 1
-0.108 -0.949 1
1.016 1.200 1
-0.287 -0.448 1
-0.303 0.375 1
-0.765 -0.840 0
0.819 1.287 0
1.828 -0.309 0
-0.803 -0.471 1
-0.916 -0.152 1
1.535 1.250 1
-0.848 0.559 1
1.759 -0.514 1
0.069 0.303 1
0.350 0.497 0
1.094 1.451 1
1.679 1.098 1
1.042 0.596 1
1.338 0.992 0
1.616 1.886 0
-0.524 -0.896 1
0.743 -0.641 0
1.129 0.918 0
-0.097 0.273 0
0.556 0.802 1
1.468 -0.557 1
0.574 -0.650 0
-0.970 0.572 1
0.884 1.710 1
-0.263 0.588 1
0.414 -0.081 0
0.626 -0.029 1
1.644 -0.765 1
-0.043 0.091 0
1.945 1.475 0
1.543 -0.458 1
1.909 -0.660 0
0.090 1.471 0
0.686 -0.241 1
1.522 1.916 0
-0.689 1.211 0
0.322 1.135 1
0.044 0.068 1
0.859 1.944 0
1.700 1.921 0
1.726 1.046 0
-0.017 1.920 1
0.072 0.367 0
1.818 0.101 0
0.933 -0.611 1
-0.313 0.723 0
1.569 1.482 1
1.960 1.601 1
1.795 1.238 1
-0.770 0.439 0
1.314 0.806 1
1.646 0.163 0
-0.949 1.223 0
0.243 1.255 0
0.490 1.748 1
-0.718 -0.917 1
-0.001 1.196 0
-0.423 1.243 0
1.172 1.270 1
1.832 1.880 1
0.157 -0.103 1
-0.028 0.033 1
0.991 1.557 1
0.480 1.961 1
-0.068 -0.378 0
1.726 1.478 0
1.796 -0.316 0
-0.698 1.288 1
-0.713 -0.109 0
-0.644 0.318 1
-0.669 0.280 1
0.925 1.048 1
0.408 -0.889 1
1.270 0.849 0
1.890 0.197 0
0.203 0.314 0
0.368 1.244 1
0.431 1.590 0
-0.008 -0.824 1
0.877 -0.285 1
0.798 0.476 0
1.023 -0.052 1
1.045 0.513 1
1.241 1.104 0
1.548 0.880 0
-0.877 1.887 0
0.011 1.726 1
-0.184 0.222 1
-0.640 -0.912 0
1.358 0.591 1
0.076 -0.777 1
0.007 -0.636 1
0.530 1.949 0
0.580 -0.865 0
-0.686 0.968 0
1.779 1.050 1
-0.423 1.206 0
1.531 -0.853 0
0.355 -0.856 0
1.317 0.686 0
1.908 1.153 1
0.507 0.481 1
1.050 1.826 1
1.694 -0.764 1
0.485 0.311 0
0.026 -0.124 1
-0.860 0.645 0
1.540 -0.116 0
-0.505 -0.914 1
1.495 0.630 0
1.921 0.451 0
0.707 0.706 1
1.010 0.442 0
-0.122 0.260 0
1.912 -0.015 0
1.935 1.330 0
-0.338 0.562 1
1.360 1.174 0
-0.480 1.544 1
-0.478 -0.392 1
0.301 -0.478 0
1.015 -0.665 0
0.709 1.646 0
-0.014 -0.719 0
1.669 1.952 1
1.472 1.928 0
1.663 1.699 0
-0.267 1.645 1
0.061 1.702 0
0.583 -0.973 1
-0.543 -0.335 0
0.727 -0.780 1
0.997 1.514 0
-0.910 0.262 1
1.719 1.731 0
1.153 1.412 0
-0.117 1.684 0
1.288 1.484 0
-0.697 -0.031 1
0.086 -0.816 0
0.683 -0.269 0
-0.304 1.435 1
0.948 0.009 1
1.154 0.721 0
0.581 1.062 0
0.721 -0.589 1
0.952 -0.296 0
0.210 0.098 0
0.653 1.639 0
1.326 0.930 0
-0.168 -0.206 0
1.994 1.944 0
0.526 -0.351 1
0.697 1.399 0
-0.004 1.575 0
-0.197 0.111 0
1.055 0.165 1
1.907 1.782 1
0.407 0.566 1
-0.844 0.340 1
-0.022 0.816 1
0.586 -0.736 1
-0.750 0.174 1
1.458 -0.074 0
1.592 0.455 1
-0.413 0.919 1
1.599 0.363 0
1.675 -0.610 1
1.417 0.823 0
1.649 0.376 0
-0.916 0.317 0
-0.010 1.137 0
-0.142 1.215 1
1.069 1.488 1
-0.444 0.111 0
0.478 1.131 1
-0.120 1.151 1
1.365 1.994 0
1.757 1.373 0
-0.232 0.558 0
0.668 -0.963 0
1.946 0.192 0
1.983 0.957 1
1.713 1.490 0
-0.705 1.837 0
1.774 0.600 1
-0.248 1.603 0
1.053 1.558 0
0.391 0.735 0
-0.967 0.625 1
-0.529 0.606 1
-0.916 -0.386 1
0.808 -0.193 0
1.799 0.230 1
-0.896 1.486 0
0.325 0.398 0
0.287 1.681 0
1.701 1.601 1
1.836 0.650 1
-0.816 0.207 0
-0.877 1.209 0
0.590 1.811 1
-0.259 0.061 0
1.622 1.560 1
0.837 -0.868 1
0.207 -0.510 0
1.448 0.904 1
0.826 -0.138 0
1.834 -0.254 1
-0.150 0.491 1
1.809 -0.747 0
-0.130 -0.921 1
1.078 1.571 0
-0.965 1.553 0
1.566 1.738 1
0.383 -0.606 0
-0.246 -0.987 0
-0.828 -0.027 0
-0.986 1.210 1
-0.784 1.882 1
-0.063 1.035 1
1.221 -0.730 1
1.672 -0.589 1
-0.888 0.173 0
-0.745 0.822 1
-0.630 1.850 0
0.947 1.637 0
0.365 1.117 0
-0.439 1.449 0
0.691 0.678 1
-0.198 1.406 0
0.495 -0.543 1
-0.405 1.545 1
1.815 -0.063 1
0.423 0.125 0
1.909 -0.512 0
1.654 0.962 1
0.593 1.703 0
-0.117 1.758 0
0.570 -0.270 1
-0.743 -0.559 0
0.766 0.605 0
-0.188 0.490 1
0.663 0.588 1
-0.191 0.277 1
0.631 1.494 1
0.063 0.395 0
1.262 -0.973 1
1.276 0.991 1
1.705 0.112 1
0.375 1.102 0
-0.003 0.231 1
0.841 0.988 1
1.397 1.754 1
1.045 0.464 0
1.720 1.274 0
-0.421 -0.768 1
-0.331 -0.060 1
-0.409 -0.780 1
-0.829 0.787 1
0.119 -0.091 1
1.706 -0.924 1
1.422 1.668 0
0.646 1.621 0
0.314 -0.909 0
1.583 0.125 0
-0.500 0.326 0
-0.335 0.516 1
0.904 0.409 1
0.929 0.274 1
1.009 1.601 1
0.635 0.769 1
0.185 -0.285 1
-0.404 0.595 0
-0.975 -0.544 0
1.518 -0.101 1
-0.324 1.749 0
0.325 0.719 1
0.177 -0.923 1
-0.500 0.313 0
-0.215 -0.191 1
0.412 1.497 1
0.316 0.537 1
1.654 0.974 0
0.473 -0.589 1
0.375 0.670 0
1.184 -0.534 0
1.611 0.067 1
0.928 1.964 1
-0.378 -0.465 0
-0.924 1.717 1
0.223 -0.334 0
1.221 -0.570 1
0.117 -0.391 0
-0.489 1.029 1
1.229 0.401 0
-0.016 0.995 0
0.043 1.301 1
0.898 0.699 0
-0.073 1.124 0
0.068 1.733 0
1.475 1.573 1
1.197 1.246 0
0.835 0.575 1
1.213 1.274 0
-0.956 -0.389 1
0.596 -0.924 1
1.360 1.051 1
0.716 0.468 1
0.600 1.487 0
0.167 -0.846 1
1.465 -0.931 1
-0.904 0.058 1
1.884 -0.167 1
-0.459 -0.337 0
0.336 -0.961 1
1.760 1.340 0
-0.807 0.500 0
-0.431 -0.321 0
1.046 1.922 0
1.671 -0.169 1
1.045 0.229 0
0.992 -0.169 1
-0.774 1.904 1
0.014 1.939 1
-0.152 -0.684 0
-0.893 1.970 1
0.726 0.058 1
1.863 1.628 0
-0.436 1.279 1
1.431 1.838 0
-0.712 -0.984 0
1.848 1.082 1
0.380 -0.473 1
-0.627 1.730 0
1.208 -0.373 1
1.821 0.375 1
0.368 -0.979 1
1.895 1.166 1
1.005 -0.366 1
0.522 1.138 1
-0.842 0.947 1
-0.818 1.552 0
1.086 0.332 1
0.247 0.222 1
0.603 1.380 0
0.309 0.851 0
0.413 0.239 1
0.516 0.367 0
-0.557 0.948 1
0.905 -0.750 0
0.173 -0.236 1
-0.264 1.871 1
-0.026 1.504 1
0.822 0.821 1
-0.561 1.870 1
1.869 -0.749 0
0.715 1.788 1
-0.199 -0.805 1
1.840 -0.260 0
1.101 0.914 0
-0.927 1.097 1
1.138 1.223 0
0.229 -0.549 0
1.505 -0.175 0
1.012 1.949 0
-0.649 1.646 0
-0.653 -0.370 1
-0.287 0.168 1
-0.284 -0.248 1
-0.152 1.761 1
1.489 0.130 1
-0.426 1.017 0
1.260 1.468 0
1.593 0.085 0
0.175 0.692 0
1.831 0.002 1
1.272 1.284 0
-0.231 0.027 1
-0.189 1.613 0
1.778 1.975 0
-0.394 0.272 1
-0.549 1.549 0
1.361 0.409 1
0.936 -0.324 0
-0.999 1.062 1
1.270 0.837 0
-0.991 -0.510 1
-0.289 1.402 0
-0.245 1.507 1
1.076 0.963 1
-0.169 0.817 0
1.067 0.670 0
-0.615 -0.653 0
0.610 0.560 1
0.455 -0.423 1
1.187 1.890 0
0.299 1.878 0
-0.831 -0.523 1
1.733 0.843 0
0.147 0.023 0
1.460 1.619 1
-0.729 0.455 1
1.406 -0.756 0
-0.423 1.255 0
1.053 1.978 0
-0.676 0.792 0
0.770 -0.366 1
-0.673 0.660 1
1.152 -0.084 0
0.290 1.005 0
1.345 0.751 0
-0.861 0.867 0
-0.613 0.620 0
-0.644 0.503 1
0.537 1.894 0
-0.691 -0.272 0
0.609 1.164 0
0.594 1.247 1
1.309 -0.421 0
0.356 0.985 1
0.560 0.177 0
0.634 1.423 1
-0.154 1.215 0
1.687 -0.067 0
1.536 0.510 0
0.329 0.106 1
-0.777 1.765 0
-0.736 1.090 1
0.055 1.906 0
0.419 0.924 0
1.069 1.414 1
0.274 1.865 0
0.524 1.659 0
-0.800 -0.270 1
-0.764 1.235 1
0.790 -0.779 1
0.907 0.289 0
1.191 1.264 0
-0.535 0.859 1
1.441 1.341 1
1.389 0.203 1
0.799 1.823 1
-0.949 1.137 0
1.080 -0.698 1
0.044 0.364 0
0.988 0.925 1
1.515 -0.190 0
1.448 0.731 1
-0.499 1.957 1
0.942 -0.022 0
0.262 1.175 0
1.840 -0.519 0
0.613 1.056 1
0.736 -0.055 0
0.256 0.749 0
1.776 1.293 0
1.119 1.291 1
1.998 1.010 1
-0.317 1.941 0
-0.338 0.464 0
-0.683 1.513 1
1.582 1.248 1
0.615 1.713 1
-0.538 0.510 0
-0.275 0.464 0
-0.772 0.288 0
0.683 -0.750 0
1.360 0.841 1
-0.250 0.440 1
1.231 1.983 1
1.739 0.627 0
0.432 0.418 1
-0.645 0.959 1
-0.889 1.073 1
-0.477 1.473 1
-0.694 0.428 1
0.726 0.428 1
1.275 1.854 1
-0.668 1.640 0
1.834 -0.056 0
0.936 -0.188 1
0.686 -0.155 1
0.685 0.869 1
-0.243 -0.405 1
1.615 -0.707 0
1.529 1.454 1
1.987 -0.544 1
0.371 1.235 1
-0.384 -0.052 0
-0.122 0.642 0
1.204 0.919 1
-0.804 0.602 1
0.678 1.405 0
-0.637 -0.404 1
1.519 1.666 1
-0.362 -0.005 0
-0.902 1.517 1
1.835 1.390 0
1.007 0.660 0
1.660 1.930 0
1.395 1.023 0
0.036 1.653 0
-0.702 -0.913 0
1.447 1.816 1
0.975 1.221 0
-0.738 0.236 1
0.242 -0.981 0
-0.926 0.616 1
-0.197 0.629 0
-0.969 -0.118 0
1.582 1.087 1
-0.830 1.515 0
-0.938 -0.346 0
0.750 0.885 1
1.613 1.143 0
1.587 -0.414 1
0.828 1.259 1
-0.617 0.765 1
1.855 0.928 1
0.066 0.460 1
-0.270 1.630 0
1.115 1.929 1
-0.287 -0.263 1
0.902 1.988 0
0.619 0.840 1
1.020 0.340 1
1.152 0.089 0
1.616 1.911 1
-0.763 0.520 0
1.727 0.183 0
-0.644 0.392 0
1.613 1.526 1
0.879 0.520 0
1.089 0.532 0
0.399 1.608 0
-0.143 -0.650 0
-0.935 0.582 0
-0.155 -0.983 1
-0.088 0.923 0
0.534 1.792 1
1.201 1.002 0
-0.707 0.489 0
0.746 -0.589 1
-0.284 -0.186 0
-0.750 -0.701 1
0.951 0.690 1
-0.359 -0.298 1
1.034 1.601 1
-0.601 0.879 0
-0.774 1.916 1
-0.106 -0.353 0
0.340 1.228 1
-0.280 1.707 1
0.081 0.685 1
-0.976 -0.014 1
-0.626 0.324 1
-0.156 -0.033 0
-0.298 1.405 1
-0.562 -0.982 1
0.434 1.741 1
0.622 0.732 0
1.162 -0.962 0
0.099 1.259 0
0.036 -0.780 1
-0.205 1.634 0
0.091 -0.231 0
-0.808 1.117 0
-0.411 -0.943 0
1.660 1.523 1
-0.658 1.674 0
1.791 1.556 0
0.055 1.770 1
1.734 -0.859 0
1.654 1.381 1
-0.474 1.760 1
1.620 0.767 0
0.426 -0.217 1
1.324 -0.257 1
0.249 1.803 0
-0.642 1.011 0
0.698 -0.031 0
1.871 0.499 1
-0.300 0.316 0
1.899 0.688 1
1.736 1.105 0
-0.299 1.947 0
0.176 0.150 1
1.093 1.870 1
0.612 1.155 0
-0.221 -0.395 1
1.194 1.045 0
0.683 -0.812 1
1.958 0.303 1
0.288 -0.120 1
1.164 0.299 0
1.965 0.494 0
-0.375 -0.376 1
0.304 -0.265 0
1.047 1.429 1
0.456 1.529 1
-0.646 1.748 1
0.456 1.356 0
1.029 0.843 0
-0.436 1.588 1
1.441 1.526 1
-0.405 1.816 1
-0.817 0.503 1
-0.747 0.190 1
0.404 -0.300 1
-0.537 -0.254 1
1.141 1.596 0
1.707 1.743 0
1.652 0.564 0
-0.645 0.996 0
1.752 0.196 1
1.000 1.209 1
1.146 -0.361 0
1.791 -0.692 1
1.759 -0.070 1
1.763 1.774 0
0.072 0.330 1
-0.823 0.978 1
-0.543 -0.347 0
0.847 1.512 0
0.505 -0.398 1
1.476 0.525 1
-0.636 1.104 1
0.992 0.053 1
0.073 -0.360 1
-0.125 0.355 1
1.889 0.580 0
-0.504 1.248 1
0.629 0.517 0
1.446 -0.567 1
0.995 0.599 0
-0.124 -0.163 0
0.913 0.863 1
-0.180 1.943 1
1.865 -0.432 1
1.539 0.119 1
0.222 0.530 0
1.848 0.958 0
1.576 1.451 1
0.450 0.610 1
1.074 -0.742 1
-0.729 0.110 0
1.755 0.433 0
0.793 1.718 0
1.877 0.345 0
-0.614 1.249 0
-0.745 0.588 1
1.642 0.407 0
0.593 1.309 0
0.710 0.117 0
-0.183 1.545 1
0.627 1.861 1
0.409 1.556 0
0.652 -0.991 0
0.738 1.156 1
-0.400 0.154 0
-0.603 0.050 1
-0.826 0.445 0
-0.466 0.163 0
0.301 -0.083 1
0.187 0.976 0
1.462 -0.169 1
1.615 -0.139 0
-0.973 1.001 1
0.632 0.409 1
1.588 1.131 0
-0.058 1.768 0
1.295 0.146 1
1.472 1.977 1
1.185 1.529 1
1.702 0.294 1
-0.485 0.650 1
1.003 1.533 0
0.102 -0.899 0
-0.032 1.399 0
0.648 0.030 1
0.744 0.817 0
1.080 -0.526 1
1.369 1.270 1
1.880 0.694 1
1.103 -0.874 1
1.417 0.502 1
1.759 -0.020 1
1.285 1.604 1
-0.959 1.978 0
1.630 -0.074 0
-0.124 -0.841 0
1.492 0.947 1
-0.255 1.781 0
1.128 -0.960 0
1.019 1.660 1
0.353 0.797 1
0.289 -0.502 0
1.872 -0.635 1
1.704 1.222 1
1.610 1.781 0
-0.698 1.313 1
-0.952 1.306 1
0.340 1.142 1
0.558 -0.246 0
-0.365 -0.699 1
0.731 1.828 0
0.890 1.938 1
1.715 -0.545 1
1.031 -0.909 1
1.549 0.116 0
0.539 0.019 0
-0.510 0.181 1
0.784 1.536 0
0.355 -0.757 1
0.360 0.347 1
-0.154 1.450 0
-0.586 1.376 1
1.889 0.839 0
-0.016 1.106 1
1.966 1.669 1
-0.672 -0.093 0
-0.552 1.756 0
0.262 1.372 1
-0.073 1.802 0
-0.511 1.648 1
1.550 1.734 0
1.935 1.774 1
1.356 -0.966 0
1.082 1.007 1
0.603 1.071 0
0.300 1.163 1
0.106 0.439 0
0.181 0.945 0
0.570 0.285 1
-0.126 1.280 0
1.918 -0.354 1
0.416 0.649 1
1.635 1.782 1
1.066 1.423 1
1.089 0.507 0
0.638 0.193 1
1.873 1.526 1
0.838 1.108 0
1.135 0.764 0
-0.411 1.206 0
0.913 0.702 1
1.375 1.744 1
1.466 1.712 0
-0.435 0.539 0
-0.392 1.385 1
-0.248 1.294 1
1.043 1.870 1
0.084 0.935 1
1.698 1.203 1
0.598 -0.057 1
1.053 1.645 1
-0.447 -0.312 0
-0.521 -0.991 0
0.765 1.764 1
0.569 1.000 1
1.937 0.318 1
0.470 -0.457 0
-0.006 0.388 1
0.220 -0.879 1
1.418 -0.768 1
-0.921 -0.898 0
1.581 -0.334 0
1.860 -0.919 0
-0.927 1.393 0
1.267 0.204 0
0.044 0.339 0
1.227 -0.490 0
0.530 1.986 1
0.221 1.257 1
0.791 0.704 1
0.620 0.261 0
0.642 0.085 0
-0.985 0.224 1
-0.215 -0.722 0
-0.445 1.073 1
0.148 -0.680 1
-0.722 0.289 0
1.212 -0.530 1
-0.559 -0.757 1
0.346 1.543 0
0.861 -0.473 1
1.144 1.242 1
1.241 1.289 0
-0.246 -0.506 0
0.507 0.567 0
0.212 0.779 0
-0.860 0.620 0
1.779 1.469 1
1.510 1.262 0
0.268 1.156 1
0.211 -0.802 0
0.384 0.988 1
1.390 -0.648 1
0.053 1.002 0
1.085 1.207 1
0.755 -0.542 1
-0.446 -0.867 1
1.862 0.169 0
-0.387 -0.277 0
-0.035 0.841 1
0.965 -0.876 0
-0.786 1.398 1
-0.464 1.375 0
-0.355 -0.677 0
0.808 -0.267 1
-0.483 1.985 0
-0.849 -0.986 1
-0.355 1.977 0
1.157 0.921 1
0.733 -0.552 1
-0.025 0.381 1
-0.293 -0.566 0
-0.358 1.875 1
0.048 -0.805 1
-0.583 1.774 0
0.127 1.546 0
1.114 -0.331 0
1.536 0.190 1
0.439 -0.291 0
1.424 0.052 1
1.315 1.932 1
1.827 0.616 1
-0.774 1.595 0
0.004 -0.750 0
-0.459 -0.485 0
1.772 -0.452 1
1.853 -0.605 1
0.832 0.658 0
1.310 1.161 0
-0.889 0.617 0
0.949 -0.706 0
-0.908 1.683 0
-0.970 1.164 0
1.143 -0.328 0
-0.634 -0.635 0
-0.143 -0.712 1
-0.337 0.044 0
0.384 1.457 1
-0.155 -0.761 1
0.759 1.659 0
0.394 0.208 1
0.242 -0.734 0
-0.318 -0.233 1
0.648 -0.131 0
-0.701 0.619 1
0.681 1.618 0
-0.605 1.690 0
1.266 1.549 0
-0.994 -0.538 0
0.885 0.921 0
1.392 0.305 0
1.908 0.549 1
0.368 1.811 1
0.928 1.137 1
1.636 0.129 0
-0.906 -0.389 1
1.124 -0.704 1
-0.559 -0.548 1
1.313 1.571 0
0.230 -0.969 0
-0.428 -0.231 0
-0.725 -0.060 1
-0.505 1.593 0
0.280 -0.672 0
0.230 1.970 1
0.170 -0.769 0
-0.187 -0.620 1
-0.572 -0.091 1
0.505 -0.805 1
-0.576 1.176 1
1.119 1.007 1
1.749 -0.264 1
0.360 -0.036 1
0.554 0.516 1
-0.846 -0.897 0
0.873 -0.004 1
1.981 -0.316 1
-0.032 1.547 0
-0.787 -0.480 1
0.651 -0.239 1
-0.559 -0.683 1
-0.372 -0.212 0
0.815 1.999 0
1.825 -0.337 0
0.371 -0.951 1
0.721 1.646 0
-0.632 0.836 0
-0.311 1.552 0
1.621 -0.047 0
-0.679 1.085 1
1.834 -0.451 1
1.764 1.170 0
-0.067 1.660 1
-0.945 0.289 0
-0.601 0.546 1
-0.545 0.812 1
1.603 -0.978 0
1.778 -0.667 1
-0.863 -0.209 0
1.727 -0.002 0
1.150 1.778 1
0.229 -0.155 1
0.678 1.467 1
1.765 0.134 1
0.980 -0.774 1
-0.295 1.679 1
1.873 1.649 0
-0.358 -0.816 0
0.058 1.884 0
-0.276 1.574 0
0.462 0.968 0
-0.012 0.332 0
-0.432 1.159 1
1.693 -0.172 1
0.744 1.274 0
-0.345 1.654 1
1.583 0.014 1
0.576 -0.042 1
1.235 1.308 0
1.383 -0.223 1
0.735 0.635 0
-0.442 1.372 1
-0.657 0.367 0
-0.530 1.556 0
1.874 0.095 1
-0.287 0.033 0
1.032 0.969 1
0.434 1.729 1
0.742 0.025 1
0.670 0.126 0
-0.514 1.522 1
0.681 1.593 0
-0.366 0.275 1
0.281 0.725 1
0.779 -0.012 0
-0.825 -0.332 1
1.070 0.587 1
-0.712 -0.540 0
0.542 -0.447 0
0.101 -0.641 0
0.456 1.257 1
1.986 1.182 1
1.626 1.291 1
-0.466 0.631 1
1.756 -0.196 0
0.893 1.633 0
0.771 1.832 1
1.102 -0.331 0
-0.846 1.635 1
-0.581 0.109 1
1.275 -0.973 1
0.658 -0.454 1
-0.274 -0.288 1
0.524 -0.872 0
0.655 -0.383 0
-0.058 1.892 1
0.099 1.222 1
0.395 0.097 0
1.319 1.898 1
1.251 0.559 1
1.127 -0.762 0
-0.895 0.980 0
-0.771 1.389 0
1.103 1.288 1
0.551 0.389 0
1.284 1.962 0
1.572 1.497 1
0.906 1.374 0
-0.335 0.528 1
0.785 1.117 0
1.422 -0.814 1
1.623 1.338 1
-0.010 1.396 0
0.347 1.074 0
-0.594 -0.360 1
0.438 0.585 0
1.931 -0.712 1
0.267 -0.315 0
0.379 -0.066 1
1.426 1.079 1
-0.547 -0.276 1
1.063 0.692 0
0.080 1.696 0
1.216 1.005 0
0.741 1.110 1
-0.856 -0.610 1
0.806 1.780 0
0.661 -0.562 0
-0.132 1.410 1
-0.528 0.298 0
-0.925 -0.075 0
0.501 0.006 1
1.464 0.808 0
0.231 0.823 1
-0.706 -0.571 0
-0.968 1.562 0
-0.619 0.380 0
0.497 0.928 1
-0.573 0.809 1
0.773 -0.154 1
-0.641 -0.247 0
0.899 -0.201 1
-0.341 0.473 0
0.132 0.155 1
1.696 -0.218 0
0.288 0.509 1
1.064 0.384 1
0.070 -0.992 1
0.910 1.205 0
0.405 1.688 1
0.271 1.727 1
-0.226 0.810 0
-0.593 -0.681 0
0.548 0.189 0
1.132 0.576 0
-0.682 0.527 0
-0.849 1.644 0
0.233 1.751 1
1.389 0.561 0
0.331 1.342 0
1.327 -0.414 1
0.869 0.671 0
-0.663 0.533 0
-0.336 1.330 0
-0.990 -0.893 1
0.419 0.468 0
-0.505 -0.766 0
0.060 0.120 1
1.828 -0.605 1
-0.932 0.548 0
-0.730 1.960 1
1.813 1.565 0
-0.366 0.522 1
0.889 -0.124 0
1.625 -0.771 0
-0.557 0.405 1
0.168 1.118 0
-0.487 -0.365 0
-0.254 1.448 1
1.357 0.936 0
-0.273 1.035 1
1.791 1.901 1
-0.294 0.581 1
0.518 1.677 0
0.829 0.014 0
-0.536 1.303 0
0.135 -0.187 0
1.111 0.036 0
1.882 1.350 1
-0.171 -0.308 1
0.886 0.218 1
-0.790 1.975 0
0.849 -0.436 1
1.403 1.810 0
1.698 1.425 1
1.445 0.679 1
0.914 0.061 1
1.595 0.952 0
-0.132 1.286 0
0.668 -0.778 0
0.152 1.805 0
0.367 -0.363 0
1.914 0.543 1
1.619 -0.765 0
1.192 -0.019 0
-0.096 -0.726 1
1.245 0.491 1
0.594 0.569 1
1.887 -0.336 1
0.281 0.823 0
-0.177 -0.351 1
0.113 -0.036 0
-0.023 1.482 1
0.127 1.472 1
1.832 1.424 0
1.583 0.717 0
-0.242 1.288 1
-0.706 -0.707 0
0.348 -0.221 0
-0.034 0.347 0
-0.251 0.822 1
0.523 -0.083 0
2.000 -0.100 1
1.448 1.261 0
0.358 -0.619 0
1.110 1.195 0
-0.361 1.860 1
1.102 -0.578 0
1.546 -0.516 1
1.573 0.868 1
1.006 1.289 0
1.559 -0.985 0
-0.500 -0.464 1
1.320 0.233 0
-0.601 1.040 0
0.671 -0.886 1
0.294 0.503 1
-0.685 0.807 0
0.334 0.852 0
-0.823 0.349 1
-0.443 -0.432 1
-0.259 -0.001 1
-0.780 1.022 1
1.375 1.572 0
0.140 0.806 1
1.673 0.771 0
0.020 -0.931 0
-0.217 1.523 1
1.786 0.847 1
-0.258 -0.692 1
-0.081 0.399 1
0.808 -0.502 1
1.789 0.541 0
1.797 1.685 1
-0.010 0.977 0
1.413 1.017 0
0.669 0.631 1
0.582 0.531 1
-0.136 1.986 1
0.784 1.487 0
0.833 -0.588 0
1.391 1.698 1
0.392 -0.498 1
1.994 1.870 1
1.244 1.404 1
0.743 1.927 0
-0.685 0.154 0
0.674 -0.648 1
0.087 1.012 0
0.046 1.514 1
0.930 -0.207 1
-0.326 1.006 1
-0.564 1.201 1
0.262 0.977 0
0.754 0.161 0
1.736 0.464 0
-0.079 1.155 0
1.577 -0.275 1
-0.804 0.553 1
1.156 1.575 0
0.394 0.948 0
-0.935 -0.281 0
-0.782 0.488 0
1.453 -0.918 0
-0.405 -0.789 1
1.356 -0.855 1
0.005 1.375 0
-0.966 0.279 0
-0.180 1.795 1
0.301 0.077 1
1.632 1.174 0
1.861 0.687 1
0.589 -0.560 1
-0.359 0.146 1
-0.272 0.073 0
-0.879 0.712 1
0.309 1.443 0
0.672 1.202 0
0.145 -0.856 0
1.886 0.318 1
-0.058 -0.677 1
1.913 1.986 1
-0.376 1.018 0
1.788 1.688 1
-0.326 1.487 0
0.771 1.795 1
1.461 0.546 1
0.677 1.899 1
0.578 0.898 0
0.210 0.147 0
0.174 1.469 1
0.295 -0.422 0
-0.715 1.741 1
-0.586 1.450 1
1.171 -0.916 0
-0.063 0.578 1
-0.353 0.090 1
1.458 0.666 0
0.416 0.908 0
-0.877 1.640 0
-0.597 -0.425 0
1.970 0.982 1
-0.908 1.350 1
-0.741 0.060 0
-0.149 -0.952 1
0.804 0.470 0
-0.726 0.372 1
1.309 -0.643 1
-0.491 0.249 1
0.699 1.760 1
1.593 0.159 1
-0.543 1.938 0
1.784 -0.526 0
1.953 -0.295 1
1.899 0.786 0
0.779 0.765 1
0.639 -0.757 0
-0.917 1.045 1
1.933 0.882 0
1.902 0.025 1
1.260 0.963 1
0.497 1.076 1
0.992 0.299 1
0.681 1.791 0
0.720 -0.404 1
-0.842 1.317 0
1.594 1.778 0
0.854 0.692 0
0.650 1.328 0
-0.749 -0.825 0
-0.853 -0.385 1
0.718 1.582 1
0.900 1.232 1
-0.150 0.614 0
0.613 0.328 1
1.793 0.199 1
1.212 1.940 0
1.585 1.818 0
0.178 0.326 0
1.484 1.841 1
1.882 1.301 1
0.307 -0.138 1
1.916 1.570 1
-0.244 0.027 1
0.429 0.058 0
0.758 -0.626 0
-0.543 -0.754 1
1.794 -0.837 1
-0.740 -0.495 1
-0.766 0.208 1
-0.348 1.429 1
1.671 0.213 0
0.337 1.163 1
1.253 -0.896 0
0.242 -0.253 0
1.017 0.361 1
1.847 -0.562 0
-0.778 -0.643 0
-0.477 -0.947 0
-0.316 0.683 0
-0.137 0.294 1
0.105 1.487 0
-0.986 1.087 0
0.413 0.807 1
1.014 -0.086 1
1.087 1.901 1
-0.878 -0.854 0
0.499 1.585 1
1.153 1.375 0
0.242 -0.438 1
-0.189 1.748 1
0.463 0.758 0
-0.979 0.304 0
0.199 1.655 1
0.265 1.301 1
-0.290 -0.377 0
-0.087 -0.446 1
1.810 1.254 1
0.559 1.767 0
0.204 -0.303 0
0.349 1.866 1
-0.183 1.989 1
-0.679 0.333 0
0.130 1.389 1
1.735 1.537 0
1.515 -0.289 1
-0.595 1.071 0
1.563 1.661 1
-0.965 -0.917 1
-0.577 -0.838 0
0.550 0.611 0
-0.869 -0.302 0
1.433 -0.086 0
-0.052 -0.362 0
0.054 -0.194 1
0.687 1.575 0
1.005 -0.009 0
0.053 0.657 1
1.434 -0.604 1
1.971 -0.079 1
0.378 0.501 0
1.924 0.626 0
1.098 0.677 0
-0.720 0.588 1
0.407 0.517 0
-0.366 0.509 1
1.009 -0.832 0
1.133 0.317 0
1.830 0.668 1
0.813 0.491 0
-0.648 1.277 0
-0.065 -0.596 0
-0.056 -0.192 0
-0.686 1.646 0
1.201 0.965 1
-0.348 1.367 1
